 id |      resident_id      | first_name | father_name | mother_name | last_name |        full_name        |  arabic_full_name  | date_of_birth | gender | nationality | national_id_number | passport_number | residency_permit_number | tax_number |  mobile_number  |                   email                    |  governorate  | district |    municipality     |             address              | employment_status |    occupation     | monthly_income |   kyc_status   | risk_category |              wallet_address              | wallet_currency | wallet_status | record_status |         created_at         |         updated_at         | blockchain_status |              login_username              |                        password_hash                         
 25 | RES-BLOCKCHAIN-000021 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | DRAFT          | LOW           | 0xRESRESBLOCKCHAIN000021D57C60DCCD56EC9E | LBP             | Active        | ACTIVE        | 2026-05-27 17:14:23.123745 | 2026-05-27 17:14:27.262596 |                   | 0xRESRESBLOCKCHAIN000021D57C60DCCD56EC9E | 
 24 | RES-BLOCKCHAIN-000020 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | DRAFT          | LOW           | 0xRESRESBLOCKCHAIN0000203E34A6AB942D94E7 | LBP             | Active        | ACTIVE        | 2026-05-27 17:06:52.581365 | 2026-05-27 17:06:57.904467 |                   | 0xRESRESBLOCKCHAIN0000203E34A6AB942D94E7 | 
 23 | RES-BLOCKCHAIN-000018 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | DRAFT          | LOW           | 0xRESRESBLOCKCHAIN000018B248E779D9906E22 | LBP             | Active        | ACTIVE        | 2026-05-27 16:59:13.154561 | 2026-05-27 17:09:15.992773 |                   | 0xRESRESBLOCKCHAIN000018B248E779D9906E22 | 
 22 | RES-BLOCKCHAIN-000017 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | PENDING_REVIEW | LOW           | 0xRESRESBLOCKCHAIN0000177464BA9C7ABFD971 | LBP             | Active        | ACTIVE        | 2026-05-27 16:53:54.916718 | 2026-05-27 16:54:41.684076 |                   | 0xRESRESBLOCKCHAIN0000177464BA9C7ABFD971 | 
 21 | RES-BLOCKCHAIN-000014 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | DRAFT          | LOW           | 0xRESRESBLOCKCHAIN0000148C64BA22B639BE5C | LBP             | Active        | ACTIVE        | 2026-05-27 16:48:17.035868 | 2026-05-27 16:48:40.040685 |                   | 0xRESRESBLOCKCHAIN0000148C64BA22B639BE5C | 
 20 | RES-BLOCKCHAIN-000013 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | PENDING_REVIEW | LOW           | 0xRESRESBLOCKCHAIN000013895B37BE14233C87 | LBP             | Active        | ACTIVE        | 2026-05-27 16:46:17.57186  | 2026-05-27 16:46:53.145057 |                   | 0xRESRESBLOCKCHAIN000013895B37BE14233C87 | 
 19 | RES-BLOCKCHAIN-000012 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | DRAFT          | LOW           | 0xRESRESBLOCKCHAIN00001288A54456DE8655A4 | LBP             | Active        | ACTIVE        | 2026-05-27 16:24:29.133025 | 2026-05-27 16:24:38.012442 |                   | 0xRESRESBLOCKCHAIN00001288A54456DE8655A4 | 
 18 | RES-BLOCKCHAIN-000011 | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | BEIRUT        | BEIRUT   | BEIRUT_MUNICIPALITY | Beirut Central District, Lebanon | EMPLOYED          | Data Engineer     |    25000000.00 | DRAFT          | LOW           | 0xRESRESBLOCKCHAIN00001127AC30E7843FBCDF | LBP             | Active        | ACTIVE        | 2026-05-27 16:21:07.293414 | 2026-05-27 16:21:14.681948 |                   | 0xRESRESBLOCKCHAIN00001127AC30E7843FBCDF | 
 17 | RES-BLOCKCHAIN-000009 | NICOLAS    | BERNARD     | SAUAD       | SALLUM    | NICOLAS SALLOUM         | نيقولا برنار سلوم  | 1995-12-09    | Male   | Lebanese    | 00005647896257     |                 |                         |            | 71717171        | NICOLAS.SALLOUM@VALOORES.COM               | SOUTH_LEBANON | TYRE     | TYRE_MUNICIPALITY   | TESTSET                          | EMPLOYED          | DEVELOPMENT       |      150000.00 | VERIFIED       | LOW           | Barbar Abou Jaoudeh Street               | USD             | Active        | ACTIVE        | 2026-05-27 16:20:15.985467 | 2026-05-27 16:20:15.985467 |                   | Barbar Abou Jaoudeh Street               | 
 16 | RES-20260527-4012     | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | Beirut        | Beirut   | Beirut Municipality | Beirut Central District, Lebanon | Employed          | Data Engineer     |    25000000.00 | Pending Review | Low           | 0xRESRES202605274012DB4048EFA7235215     | LBP             | Active        | ACTIVE        | 2026-05-27 13:59:38.297484 | 2026-05-27 14:05:44.456949 |                   | 0xRESRES202605274012DB4048EFA7235215     | 
 15 | RES-20260526-5879     | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | Beirut        | Beirut   | Beirut Municipality | Beirut Central District, Lebanon | Employed          | Data Engineer     |    25000000.00 | Pending Review | Low           | 0xRESRES2026052658791991058CF3C2D87B     | LBP             | Active        | ACTIVE        | 2026-05-26 11:32:57.033291 | 2026-05-26 11:33:07.680442 |                   | 0xRESRES2026052658791991058CF3C2D87B     | 
 14 | RES-20260526-9002     | Karim      | Joseph      | Mariam      | Haddad    | Karim Joseph Haddad     | كريم جوزيف حداد    | 1993-08-14    | Male   | Lebanese    | 199308149002       | RL9002          |                         | TX-9002    | +96170129002    | karim.haddad.9002@gov.lb                   | Beirut        | Beirut   | Beirut Municipality | Hamra Street, Beirut, Lebanon    | Employed          | Software Engineer |    25000000.00 | Draft          | Low           | WALLET-RES-20260526-9002-1779783954376   | LBP             | Active        | ACTIVE        | 2026-05-26 11:21:07.209851 | 2026-05-26 11:28:56.205478 |                   | WALLET-RES-20260526-9002-1779783954376   | 
 13 | RES-20260526-9001     | Karim      | Joseph      | Mariam      | Haddad    | Karim Joseph Haddad     | كريم جوزيف حداد    | 1993-08-14    | Male   | Lebanese    | 199308149001       | RL9001          |                         | TX-9001    | +96170129001    | karim.haddad.9001@gov.lb                   | Beirut        | Beirut   | Beirut Municipality | Hamra Street, Beirut, Lebanon    | Employed          | Software Engineer |    25000000.00 | Pending Review | Low           | 0xRESRES2026052690012698E0E1ADE35080     | LBP             | Active        | ACTIVE        | 2026-05-26 10:53:49.198966 | 2026-05-26 11:19:14.108878 |                   | 0xRESRES2026052690012698E0E1ADE35080     | 
 12 | RES-20260526-9628     | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | Beirut        | Beirut   | Beirut Municipality | Beirut Central District, Lebanon | Employed          | Data Engineer     |    25000000.00 | Pending Review | Low           | 0xRESRES2026052696287CD83A5CBF7ECEAB     | LBP             | Active        | ACTIVE        | 2026-05-26 10:12:03.583885 | 2026-05-26 10:12:11.172571 |                   | 0xRESRES2026052696287CD83A5CBF7ECEAB     | 
 11 | RES-20260525-5983     | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | Beirut        | Beirut   | Beirut Municipality | Beirut Central District, Lebanon | Employed          | Data Engineer     |    25000000.00 | Pending Review | Low           | 0xRESRES202605255982C4FC02B1964CF8CF     | LBP             | Active        | ACTIVE        | 2026-05-25 17:50:22.948053 | 2026-05-25 17:50:31.253018 |                   | 0xRESRES202605255982C4FC02B1964CF8CF     | 
 10 | RES-20260525-5982     | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | Beirut        | Beirut   | Beirut Municipality | Beirut Central District, Lebanon | Employed          | Data Engineer     |    25000000.00 | Pending Review | Low           | 0xRESRES202605255982C4FC02B1964CF8CF     | LBP             | Active        | ACTIVE        | 2026-05-25 17:49:58.01036  | 2026-05-25 17:50:05.150685 |                   | 0xRESRES202605255982C4FC02B1964CF8CF     | 
  9 | RES-20260525-7204     | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | Beirut        | Beirut   | Beirut Municipality | Beirut Central District, Lebanon | Employed          | Data Engineer     |    25000000.00 | Pending Review | Low           | 0xRESRES202605257204A927F8933504E47F     | LBP             | Active        | ACTIVE        | 2026-05-25 17:47:17.242061 | 2026-05-25 17:47:37.779057 |                   | 0xRESRES202605257204A927F8933504E47F     | 
  8 | RES-20260525-8847     | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | Beirut        | Beirut   | Beirut Municipality | Beirut Central District, Lebanon | Employed          | Data Engineer     |    25000000.00 | Draft          | Low           |                                          | LBP             | Not Created   | ACTIVE        | 2026-05-25 17:46:47.424675 | 2026-05-25 17:46:47.424675 |                   |                                          | 
  7 | RES-20260525-1705     | Karim      | Joseph      | Mariam      | Haddad    | Karim Joseph Haddad     | كريم جوزيف حداد    | 1993-08-14    | Male   | Lebanese    | 199308141705       | RL7651705       |                         | TX-1705    | +96170121705    | karim.haddad.1705@gov.lb                   | Beirut        | Beirut   | Beirut Municipality | Hamra Street, Beirut, Lebanon    | Employed          | Software Engineer |    25000000.00 | Pending Review | Low           | WALLET-RES-20260525-1705-1779718598005   | LBP             | Active        | ACTIVE        | 2026-05-25 17:02:58.632392 | 2026-05-25 17:22:55.367039 |                   | WALLET-RES-20260525-1705-1779718598005   | 
  6 | RES-20260522-4039     | Nicolas    | Joseph      | Mariam      | Salloum   | Nicolas Bernard Salloum  | نيكولا جوزيف سلوم  | 1995-06-15    | Male   | Lebanese    | 1234567890         | RL1234567       |                         | TX-987654  | +961 70 123 456 | resident.demo@gov.lb                       | Beirut        | Beirut   | Beirut Municipality | Beirut Central District, Lebanon | Employed          | Data Engineer     |    25000000.00 | Draft          | Low           |                                          | LBP             | Not Created   | ACTIVE        | 2026-05-22 16:41:49.489937 | 2026-05-22 16:41:49.489937 |                   |                                          | 
  5 | RES-TEST-003          | Nicolas    | Bernard     | Mariam      | Salloum   | Nicolas Bernard Salloum | نيكولا برنارد سلوم | 1995-06-15    | Male   | Lebanese    | 1234567893         | RL1234569       | 12557                   | TX-987656  | +96170123458    | resident.demo3@gov.lb                      | Beirut        | Beirut   | Beirut Municipality | Beirut, Lebanon                  | Employed          | Data Engineer     |    25000000.00 | Draft          | Low           |                                          | LBP             | Not Created   | ACTIVE        | 2026-05-22 16:40:14.790809 | 2026-05-22 16:40:14.790809 |                   |                                          | 
(30 rows)

